setpoint [rad], position [rad], velocity [rad/s], current [mA], delta_t [ms]
3.81, 3.81, 0.00, 0.00, 2.51
3.81, 3.81, 0.00, 0.00, 2.51
3.81, 3.81, 0.00, 0.00, 2.48
3.81, 3.81, 0.00, 0.00, 2.54
3.81, 3.81, 0.00, 10.76, 2.46
3.81, 3.81, 0.00, 0.00, 2.51
3.81, 3.81, 0.00, 0.00, 2.50
3.81, 3.81, 0.00, 0.00, 2.49
3.81, 3.81, 0.00, 0.00, 2.51
3.81, 3.81, 0.00, 0.00, 2.49
3.81, 3.81, 0.00, 0.00, 2.53
3.81, 3.81, 0.00, 0.00, 2.47
3.81, 3.81, 0.00, 0.00, 2.53
3.81, 3.81, 0.00, 0.00, 2.46
3.81, 3.81, 0.00, 0.00, 2.50
3.81, 3.81, 0.00, 0.00, 2.51
3.81, 3.81, 0.00, 0.00, 2.49
3.81, 3.81, 0.00, 0.00, 2.49
3.81, 3.81, 0.00, 0.00, 2.51
3.81, 3.81, 0.00, 0.00, 2.51
3.81, 3.81, 0.00, 0.00, 2.49
3.81, 3.81, 0.00, 0.00, 2.50
3.81, 3.81, 0.00, 0.00, 2.50
3.81, 3.82, 0.00, 0.00, 2.50
3.81, 3.81, 0.00, -2.69, 2.51
3.81, 3.81, 0.00, 0.00, 2.49
3.81, 3.81, 0.00, 0.00, 2.50
3.81, 3.81, 0.00, 0.00, 2.51
3.81, 3.81, 0.00, 0.00, 2.51
3.81, 3.81, 0.00, 0.00, 2.48
3.81, 3.81, 0.00, 0.00, 2.52
3.81, 3.81, 0.00, 0.00, 2.47
3.81, 3.81, 0.00, 0.00, 2.50
3.81, 3.81, 0.00, 0.00, 2.50
3.81, 3.81, 0.00, 0.00, 2.53
3.81, 3.81, 0.00, 0.00, 2.46
3.81, 3.81, 0.00, 0.00, 2.53
3.81, 3.81, 0.00, 0.00, 2.47
3.81, 3.81, 0.00, 0.00, 2.69
3.81, 3.81, 0.00, 0.00, 2.32
3.81, 3.81, 0.00, 0.00, 2.51
3.81, 3.81, 0.00, 0.00, 2.49
3.81, 3.81, 0.00, 0.00, 2.64
3.81, 3.81, 0.00, 0.00, 2.39
3.81, 3.81, 0.00, 0.00, 2.47
3.81, 3.81, 0.00, 0.00, 2.49
3.81, 3.81, 0.00, 0.00, 2.52
3.81, 3.81, 0.00, 0.00, 2.48
3.81, 3.81, 0.00, 0.00, 2.54
3.81, 3.81, 0.00, 0.00, 2.46
3.81, 3.81, 0.00, 0.00, 2.50
3.81, 3.81, 0.00, 0.00, 2.50
3.81, 3.81, 0.00, 0.00, 2.50
3.81, 3.81, 0.00, 0.00, 2.50
3.81, 3.81, 0.00, 0.00, 2.51
3.81, 3.81, 0.00, 0.00, 2.50
3.81, 3.81, 0.00, 0.00, 2.48
3.81, 3.81, 0.00, 0.00, 2.50
3.81, 3.81, 0.00, 0.00, 2.50
3.81, 3.81, 0.00, 0.00, 2.50
3.81, 3.81, 0.00, -13.45, 2.50
3.81, 3.81, 0.00, 0.00, 2.50
3.81, 3.81, 0.00, 0.00, 2.50
3.81, 3.81, 0.00, 0.00, 2.50
3.81, 3.81, 0.00, 0.00, 2.54
3.81, 3.81, 0.00, 0.00, 2.46
3.81, 3.81, 0.00, 0.00, 2.50
3.81, 3.81, 0.00, -18.83, 2.56
3.81, 3.81, 0.00, 0.00, 2.45
3.81, 3.81, 0.00, 13.45, 2.48
3.81, 3.81, 0.00, 0.00, 2.50
3.81, 3.81, 0.00, 0.00, 2.51
3.81, 3.81, 0.00, 0.00, 2.49
3.81, 3.81, 0.00, 0.00, 2.50
3.81, 3.81, 0.00, 0.00, 2.50
3.81, 3.81, 0.00, 0.00, 2.50
3.81, 3.81, 0.00, 0.00, 2.50
3.81, 3.81, 0.00, 0.00, 2.50
3.81, 3.81, 0.00, 0.00, 2.50
3.81, 3.81, 0.00, 0.00, 2.51
3.81, 3.81, 0.00, 0.00, 2.52
3.81, 3.81, 0.00, 0.00, 2.49
3.81, 3.81, 0.00, 0.00, 2.53
3.81, 3.81, 0.00, 0.00, 2.45
3.81, 3.81, 0.00, 0.00, 2.51
3.81, 3.81, 0.00, 0.00, 2.49
3.81, 3.81, 0.00, 0.00, 2.53
3.81, 3.81, 0.00, 0.00, 2.47
3.81, 3.81, 0.00, 0.00, 2.55
3.81, 3.81, 0.00, 0.00, 2.45
3.81, 3.81, 0.00, 0.00, 2.50
3.81, 3.81, 0.00, 0.00, 2.55
3.81, 3.81, 0.00, -16.14, 2.47
3.81, 3.81, 0.00, 0.00, 2.52
3.81, 3.81, 0.00, 0.00, 2.48
3.81, 3.81, 0.00, 0.00, 2.48
3.81, 3.81, 0.00, 0.00, 2.54
3.81, 3.81, 0.00, 0.00, 2.46
3.81, 3.81, 0.00, 0.00, 2.52
3.81, 3.81, 0.00, 0.00, 2.47
3.81, 3.81, 0.00, 0.00, 2.51
3.81, 3.81, 0.00, 0.00, 2.48
3.81, 3.81, 0.00, 0.00, 2.50
3.81, 3.81, 0.00, 0.00, 2.50
3.81, 3.81, 0.00, 0.00, 2.55
3.81, 3.81, 0.00, 0.00, 2.46
3.81, 3.81, 0.00, 0.00, 2.50
3.81, 3.81, 0.00, 0.00, 2.49
3.81, 3.81, 0.00, 0.00, 2.50
3.81, 3.81, 0.00, 0.00, 2.51
3.81, 3.81, 0.00, 0.00, 2.50
3.81, 3.81, 0.00, 0.00, 2.50
3.81, 3.81, 0.00, 0.00, 2.50
3.81, 3.81, 0.00, 0.00, 2.50
3.81, 3.81, 0.00, 0.00, 2.50
3.81, 3.81, 0.00, 0.00, 2.51
3.81, 3.81, 0.00, 0.00, 2.50
3.81, 3.81, 0.00, 0.00, 2.51
3.81, 3.81, 0.00, 0.00, 2.50
3.81, 3.81, 0.00, 0.00, 2.52
3.81, 3.81, 0.00, 0.00, 2.48
3.81, 3.81, 0.00, 0.00, 2.48
3.81, 3.81, 0.00, 0.00, 2.50
3.81, 3.81, 0.00, 0.00, 2.50
3.81, 3.81, 0.00, 0.00, 2.56
3.81, 3.81, 0.00, 0.00, 2.44
3.81, 3.81, 0.00, 0.00, 2.53
3.81, 3.81, 0.00, 5.38, 2.47
3.81, 3.81, 0.00, 0.00, 2.51
3.81, 3.81, 0.00, 0.00, 2.50
3.81, 3.81, 0.00, 0.00, 2.50
3.81, 3.81, 0.00, 0.00, 2.51
3.81, 3.81, 0.00, 0.00, 2.50
3.81, 3.81, 0.00, 0.00, 2.51
3.81, 3.81, 0.00, 0.00, 2.52
3.81, 3.81, 0.00, 0.00, 2.46
3.81, 3.81, 0.00, 0.00, 2.54
3.81, 3.81, 0.00, 0.00, 2.46
3.81, 3.81, 0.00, 0.00, 2.59
3.26, 3.81, 0.00, 0.00, 2.40
3.26, 3.81, 0.00, -1557.51, 2.53
3.26, 3.80, 0.00, -1414.94, 2.47
3.26, 3.79, -0.05, -938.81, 2.51
3.26, 3.78, -0.14, -607.94, 2.50
3.26, 3.76, -0.24, -384.67, 2.52
3.26, 3.74, -0.46, -255.55, 2.49
3.26, 3.72, -0.65, -182.92, 2.53
3.26, 3.71, -0.96, -142.57, 2.46
3.26, 3.69, -1.22, -94.15, 2.53
3.26, 3.67, -1.63, -75.32, 2.47
3.26, 3.65, -1.94, -72.63, 2.50
3.26, 3.63, -2.45, -61.87, 2.50
3.26, 3.61, -2.78, -43.04, 2.54
3.26, 3.59, -3.33, -53.80, 2.45
3.26, 3.57, -3.69, -51.11, 2.50
3.26, 3.55, -4.24, -40.35, 2.50
3.26, 3.53, -4.56, -40.35, 2.50
3.26, 3.51, -5.01, -51.11, 2.50
3.26, 3.50, -5.30, -34.97, 2.51
3.26, 3.48, -5.66, -40.35, 2.49
3.26, 3.46, -5.88, -51.11, 2.51
3.26, 3.44, -6.14, -37.66, 2.49
3.26, 3.42, -6.31, -37.66, 2.51
3.26, 3.40, -6.52, -45.73, 2.50
3.26, 3.38, -6.64, -43.04, 2.53
3.26, 3.36, -6.79, -34.97, 2.47
3.26, 3.34, -6.88, -45.73, 2.50
3.26, 3.32, -7.00, -45.73, 2.50
3.26, 3.30, -7.05, 94.15, 2.50
3.26, 3.28, -7.15, 626.77, 2.50
3.26, 3.27, -7.17, 1059.86, 2.50
3.26, 3.26, -7.22, 1199.74, 2.50
3.26, 3.25, -7.19, 1057.17, 2.55
3.26, 3.25, -7.12, 807.00, 2.46
3.26, 3.25, -7.03, 519.17, 2.47
3.26, 3.25, -6.79, 314.73, 2.50
3.26, 3.25, -6.59, 91.46, 2.49
3.26, 3.26, -6.24, -13.45, 2.58
3.26, 3.26, -5.95, -96.84, 2.42
3.26, 3.26, -5.49, -134.50, 2.46
3.26, 3.26, -5.13, -118.36, 2.57
3.26, 3.26, -4.60, -129.12, 2.47
3.26, 3.26, -4.22, -53.80, 2.51
3.26, 3.26, -3.62, -29.59, 2.50
3.26, 3.26, -3.24, -8.07, 2.52
3.26, 3.26, -2.71, 24.21, 2.48
3.26, 3.26, -2.37, 16.14, 2.51
3.26, 3.26, -1.94, 18.83, 2.48
3.26, 3.26, -1.68, 0.00, 2.53
3.26, 3.26, -1.37, 13.45, 2.46
3.26, 3.26, -1.20, 0.00, 2.54
3.26, 3.26, -0.96, 0.00, 2.46
3.26, 3.26, -0.86, 0.00, 2.54
3.26, 3.26, -0.70, 0.00, 2.45
3.26, 3.26, -0.62, 0.00, 2.50
3.26, 3.26, -0.53, 0.00, 2.50
3.26, 3.26, -0.46, 0.00, 2.50
3.26, 3.26, -0.38, 0.00, 2.55
3.26, 3.26, -0.34, 0.00, 2.45
3.26, 3.26, -0.29, 0.00, 2.55
3.26, 3.26, -0.26, 0.00, 2.45
3.26, 3.26, -0.22, 0.00, 2.49
3.26, 3.26, -0.19, 0.00, 2.50
3.26, 3.26, -0.14, 0.00, 2.50
3.26, 3.26, -0.14, 0.00, 2.54
3.26, 3.26, -0.12, 0.00, 2.47
3.26, 3.26, -0.10, 0.00, 2.50
3.26, 3.26, -0.07, 13.45, 2.50
3.26, 3.26, -0.07, 0.00, 2.50
3.26, 3.26, -0.05, 0.00, 2.50
3.26, 3.26, -0.05, 0.00, 2.51
3.26, 3.26, -0.02, 0.00, 2.57
3.26, 3.26, -0.02, 0.00, 2.42
3.26, 3.26, -0.02, 0.00, 2.50
3.26, 3.26, -0.02, 0.00, 2.49
3.26, 3.26, -0.02, 0.00, 2.50
3.26, 3.26, 0.00, 0.00, 2.50
3.26, 3.26, 0.00, 0.00, 2.50
3.26, 3.26, 0.00, 0.00, 2.50
3.26, 3.26, 0.00, 0.00, 2.50
3.26, 3.26, 0.00, 0.00, 2.50
3.26, 3.26, 0.00, 0.00, 2.50
3.26, 3.26, 0.00, 0.00, 2.50
3.26, 3.26, 0.00, 0.00, 2.51
3.26, 3.26, 0.00, 0.00, 2.50
3.26, 3.26, 0.00, 0.00, 2.50
3.26, 3.26, 0.00, 0.00, 2.49
3.26, 3.26, 0.00, 0.00, 2.49
3.26, 3.26, 0.00, 0.00, 2.54
3.26, 3.26, 0.00, 0.00, 2.46
3.26, 3.26, 0.00, 0.00, 2.50
3.26, 3.26, 0.00, 0.00, 2.50
3.26, 3.26, 0.00, 0.00, 2.50
3.26, 3.26, 0.00, 0.00, 2.50
3.26, 3.26, 0.00, 0.00, 2.50
3.26, 3.26, 0.00, 0.00, 2.50
3.26, 3.26, 0.00, 10.76, 2.50
3.26, 3.26, 0.00, 0.00, 2.50
3.26, 3.26, 0.00, -2.69, 2.50
3.26, 3.26, 0.00, -2.69, 2.53
3.26, 3.26, 0.00, -2.69, 2.50
3.26, 3.26, 0.00, -2.69, 2.46
3.26, 3.26, 0.00, -2.69, 2.53
3.26, 3.26, 0.00, -2.69, 2.47
3.26, 3.26, 0.00, -2.69, 2.54
3.26, 3.26, 0.00, -2.69, 2.46
3.26, 3.26, 0.00, -2.69, 2.52
3.26, 3.26, 0.00, -2.69, 2.48
3.26, 3.26, 0.00, 8.07, 2.51
3.26, 3.26, 0.00, 0.00, 2.50
3.26, 3.26, 0.00, 0.00, 2.50
3.26, 3.26, 0.00, 0.00, 2.51
3.26, 3.26, 0.00, 0.00, 2.50
3.26, 3.26, 0.00, 0.00, 2.52
3.26, 3.26, 0.00, 0.00, 2.47
3.26, 3.26, 0.00, 0.00, 2.50
3.26, 3.26, 0.00, 0.00, 2.50
3.26, 3.26, 0.00, 0.00, 2.50
3.26, 3.26, 0.00, 0.00, 2.51
3.26, 3.26, 0.00, 0.00, 2.53
3.26, 3.26, 0.00, 0.00, 2.51
3.26, 3.26, 0.00, 0.00, 2.46
3.26, 3.26, 0.00, 0.00, 2.50
3.26, 3.26, 0.00, 0.00, 2.52
3.26, 3.26, 0.00, 0.00, 2.49
3.26, 3.26, 0.00, 0.00, 2.54
3.26, 3.26, 0.00, 0.00, 2.51
3.26, 3.26, 0.00, 0.00, 2.45
3.26, 3.26, 0.00, 0.00, 2.50
3.26, 3.26, 0.00, 0.00, 2.50
3.26, 3.26, 0.00, 0.00, 2.50
3.26, 3.26, 0.00, 0.00, 2.54
3.26, 3.26, 0.00, 0.00, 2.45
3.26, 3.26, 0.00, 0.00, 2.50
3.26, 3.26, 0.00, 0.00, 2.50
3.26, 3.26, 0.00, 0.00, 2.50
3.26, 3.26, 0.00, 0.00, 2.51
3.26, 3.26, 0.00, 0.00, 2.52
3.26, 3.26, 0.00, 0.00, 2.53
3.26, 3.26, 0.00, 0.00, 2.46
3.26, 3.26, 0.00, 0.00, 2.59
3.26, 3.26, 0.00, 0.00, 2.39
3.26, 3.26, 0.00, 0.00, 2.55
3.26, 3.26, 0.00, 0.00, 2.45
3.26, 3.26, 0.00, 0.00, 2.51
3.26, 3.26, 0.00, 0.00, 2.49
3.26, 3.26, 0.00, 0.00, 2.53
3.26, 3.26, 0.00, 0.00, 2.47
3.26, 3.26, 0.00, 13.45, 2.50
3.26, 3.26, 0.00, 0.00, 2.50
3.26, 3.26, 0.00, 0.00, 2.51
3.26, 3.26, 0.00, 0.00, 2.51
3.26, 3.26, 0.00, 0.00, 2.53
3.26, 3.26, 0.00, 0.00, 2.45
3.26, 3.26, 0.00, 0.00, 2.50
3.26, 3.26, 0.00, 0.00, 2.49
3.26, 3.26, 0.00, -13.45, 2.50
3.26, 3.26, 0.00, 0.00, 2.49
3.26, 3.26, 0.00, 0.00, 2.50
3.26, 3.26, 0.00, 0.00, 2.50
3.26, 3.26, 0.00, 0.00, 2.50
3.26, 3.26, 0.00, 0.00, 2.50
3.26, 3.26, 0.00, 0.00, 2.51
3.26, 3.26, 0.00, 0.00, 2.50
3.26, 3.26, 0.00, 0.00, 2.51
3.26, 3.26, 0.00, 0.00, 2.48
3.26, 3.26, 0.00, 0.00, 2.51
3.26, 3.26, 0.00, 0.00, 2.49
3.26, 3.26, 0.00, 0.00, 2.50
3.26, 3.26, 0.00, 0.00, 2.50
3.26, 3.26, 0.00, 0.00, 2.51
3.26, 3.26, 0.00, 0.00, 2.49
3.26, 3.26, 0.00, 0.00, 2.50
3.26, 3.26, 0.00, 0.00, 2.50
3.26, 3.26, 0.00, 0.00, 2.50
3.26, 3.26, 0.00, 0.00, 2.50
3.26, 3.26, 0.00, 0.00, 2.51
3.26, 3.26, 0.00, 0.00, 2.50
3.26, 3.26, 0.00, 0.00, 2.49
3.26, 3.26, 0.00, 0.00, 2.52
3.26, 3.26, 0.00, 0.00, 2.53
3.26, 3.26, 0.00, 0.00, 2.44
3.26, 3.26, 0.00, 0.00, 2.50
3.26, 3.26, 0.00, 0.00, 2.50
3.26, 3.26, 0.00, 0.00, 2.54
3.26, 3.26, 0.00, 0.00, 2.46
3.26, 3.26, 0.00, 0.00, 2.50
3.26, 3.26, 0.00, 0.00, 2.50
3.26, 3.26, 0.00, 0.00, 2.55
3.26, 3.26, 0.00, 0.00, 2.46
3.26, 3.26, 0.00, 10.76, 2.52
3.26, 3.26, 0.00, 0.00, 2.49
3.26, 3.26, 0.00, 0.00, 2.48
3.26, 3.26, 0.00, 0.00, 2.54
3.26, 3.26, 0.00, 0.00, 2.49
3.26, 3.26, 0.00, 0.00, 2.45
3.26, 3.26, 0.00, 0.00, 2.54
3.26, 3.26, 0.00, 0.00, 2.46
3.26, 3.26, 0.00, 0.00, 2.50
3.26, 3.26, 0.00, 0.00, 2.50
3.26, 3.26, 0.00, 0.00, 2.50
3.26, 3.26, 0.00, 0.00, 2.50
3.26, 3.26, 0.00, 0.00, 2.55
3.26, 3.26, 0.00, 0.00, 2.44
3.26, 3.26, 0.00, 0.00, 2.55
3.26, 3.26, 0.00, 0.00, 2.45
3.26, 3.26, 0.00, 0.00, 2.54
3.26, 3.26, 0.00, 0.00, 2.45
3.26, 3.26, 0.00, 0.00, 2.52
3.26, 3.26, 0.00, 0.00, 2.47
3.26, 3.26, 0.00, 0.00, 2.50
3.26, 3.26, 0.00, 0.00, 2.50
3.26, 3.26, 0.00, 0.00, 2.49
3.26, 3.26, 0.00, 0.00, 2.50
3.26, 3.26, 0.00, 0.00, 2.51
3.26, 3.26, 0.00, 0.00, 2.50
3.26, 3.26, 0.00, 0.00, 2.54
3.26, 3.26, 0.00, 0.00, 2.46
3.26, 3.26, 0.00, 0.00, 2.50
3.26, 3.26, 0.00, 0.00, 2.51
3.26, 3.26, 0.00, 0.00, 2.48
3.26, 3.26, 0.00, 0.00, 2.50
3.26, 3.26, 0.00, 0.00, 2.50
3.26, 3.26, 0.00, 0.00, 2.50
3.26, 3.26, 0.00, 0.00, 2.50
3.26, 3.26, 0.00, 0.00, 2.55
3.26, 3.26, 0.00, 0.00, 2.45
3.26, 3.26, 0.00, 0.00, 2.51
3.26, 3.26, 0.00, 0.00, 2.51
3.26, 3.26, 0.00, 0.00, 2.48
3.26, 3.26, 0.00, 0.00, 2.50
3.26, 3.26, 0.00, 0.00, 2.50
3.26, 3.26, 0.00, 0.00, 2.50
3.26, 3.26, 0.00, 0.00, 2.51
3.26, 3.26, 0.00, 0.00, 2.53
3.26, 3.26, 0.00, 0.00, 2.45
3.26, 3.26, 0.00, 0.00, 2.54
3.26, 3.26, 0.00, 0.00, 2.46
3.26, 3.26, 0.00, 0.00, 2.50
3.26, 3.26, 0.00, 0.00, 2.50
3.26, 3.26, 0.00, 0.00, 2.50
3.26, 3.26, 0.00, 0.00, 2.51
3.26, 3.26, 0.00, 0.00, 2.56
3.26, 3.26, 0.00, 0.00, 2.43
3.26, 3.26, 0.00, 0.00, 2.54
3.26, 3.26, 0.00, 0.00, 2.47
3.26, 3.26, 0.00, 0.00, 2.52
3.26, 3.26, 0.00, 0.00, 2.48
3.26, 3.26, 0.00, 0.00, 2.53
3.26, 3.26, 0.00, 0.00, 2.46
3.26, 3.26, 0.00, 0.00, 2.50
3.26, 3.26, 0.00, 0.00, 2.50
3.26, 3.26, 0.00, 0.00, 2.49
3.26, 3.26, 0.00, 0.00, 2.52
3.26, 3.26, 0.00, 0.00, 2.55
3.26, 3.26, 0.00, 0.00, 2.46
3.26, 3.26, 0.00, 0.00, 2.52
3.26, 3.26, 0.00, 0.00, 2.46
3.26, 3.26, 0.00, 0.00, 2.50
3.26, 3.26, 0.00, 0.00, 2.50
3.26, 3.26, 0.00, 0.00, 2.50
3.26, 3.26, 0.00, 0.00, 2.50
3.26, 3.26, 0.00, 0.00, 2.50
3.26, 3.26, 0.00, 0.00, 2.50
3.26, 3.26, 0.00, 0.00, 2.55
3.26, 3.26, 0.00, 0.00, 2.45
3.26, 3.26, 0.00, 0.00, 2.50
3.26, 3.26, 0.00, 0.00, 2.52
3.26, 3.26, 0.00, 0.00, 2.50
3.26, 3.26, 0.00, 0.00, 2.48
3.26, 3.26, 0.00, 0.00, 2.49
3.26, 3.26, 0.00, 0.00, 2.51
3.26, 3.26, 0.00, 0.00, 2.49
3.26, 3.26, 0.00, 0.00, 2.50
3.26, 3.26, 0.00, 0.00, 2.50
3.26, 3.26, 0.00, 0.00, 2.50
3.26, 3.26, 0.00, 0.00, 2.50
3.26, 3.26, 0.00, 0.00, 2.50
3.26, 3.26, 0.00, 0.00, 2.51
3.26, 3.26, 0.00, 0.00, 2.50
3.26, 3.26, 0.00, 0.00, 2.50
3.26, 3.26, 0.00, 0.00, 2.51
3.26, 3.26, 0.00, 0.00, 2.52
3.26, 3.26, 0.00, 0.00, 2.46
3.26, 3.26, 0.00, 0.00, 2.54
3.26, 3.26, 0.00, 0.00, 2.46
3.26, 3.26, 0.00, 0.00, 2.50
3.26, 3.26, 0.00, 0.00, 2.50
3.26, 3.26, 0.00, 0.00, 2.51
3.26, 3.26, 0.00, 0.00, 2.51
3.26, 3.26, 0.00, 0.00, 2.52
3.26, 3.26, 0.00, 0.00, 2.47
3.26, 3.26, 0.00, 0.00, 2.50
3.26, 3.26, 0.00, 0.00, 2.50
3.26, 3.26, 0.00, 0.00, 2.52
3.26, 3.26, 0.00, 0.00, 2.51
3.26, 3.26, 0.00, 0.00, 2.51
3.26, 3.26, 0.00, 0.00, 2.52
3.26, 3.26, 0.00, 0.00, 2.47
3.26, 3.26, 0.00, 0.00, 2.46
3.26, 3.26, 0.00, 0.00, 2.54
3.26, 3.26, 0.00, 0.00, 2.47
3.26, 3.26, 0.00, 0.00, 2.52
3.26, 3.26, 0.00, 0.00, 2.48
3.26, 3.26, 0.00, 0.00, 2.51
3.26, 3.26, 0.00, 0.00, 2.51
3.26, 3.26, 0.00, 0.00, 2.53
3.26, 3.26, 0.00, 0.00, 2.46
3.26, 3.26, 0.00, 0.00, 2.52
3.26, 3.26, 0.00, 0.00, 2.48
3.26, 3.26, 0.00, 0.00, 2.50
3.26, 3.26, 0.00, 0.00, 2.51
3.26, 3.26, 0.00, 0.00, 2.49
3.26, 3.26, 0.00, 0.00, 2.50
3.26, 3.26, 0.00, 0.00, 2.50
3.26, 3.26, 0.00, 0.00, 2.50
3.26, 3.26, 0.00, 0.00, 2.50
3.26, 3.26, 0.00, 0.00, 2.50
3.26, 3.26, 0.00, 0.00, 2.50
3.26, 3.26, 0.00, 0.00, 2.50
3.26, 3.26, 0.00, 0.00, 2.52
3.26, 3.26, 0.00, 0.00, 2.47
3.26, 3.26, 0.00, 0.00, 2.49
3.26, 3.26, 0.00, 0.00, 2.50
3.26, 3.26, 0.00, 0.00, 2.50
3.26, 3.26, 0.00, -2.69, 2.50
3.26, 3.26, 0.00, 0.00, 2.50
3.26, 3.26, 0.00, 0.00, 2.50
3.26, 3.26, 0.00, 0.00, 2.50
3.26, 3.26, 0.00, 0.00, 2.51
3.26, 3.26, 0.00, 0.00, 2.50
3.26, 3.26, 0.00, 0.00, 2.53
3.26, 3.26, 0.00, 0.00, 2.56
3.26, 3.26, 0.00, 0.00, 2.42
3.26, 3.26, 0.00, 0.00, 2.49
3.26, 3.26, 0.00, 2.69, 2.49
3.26, 3.26, 0.00, 0.00, 2.50
3.26, 3.26, 0.00, 0.00, 2.50
3.26, 3.26, 0.00, 0.00, 2.50
3.26, 3.26, 0.00, 0.00, 2.50
3.26, 3.26, 0.00, 0.00, 2.54
3.26, 3.26, 0.00, 0.00, 2.50
3.26, 3.26, 0.00, 0.00, 2.46
3.26, 3.26, 0.00, 0.00, 2.50
3.26, 3.26, 0.00, 0.00, 2.51
3.26, 3.26, 0.00, 0.00, 2.53
3.26, 3.26, 0.00, 0.00, 2.54
3.26, 3.26, 0.00, 0.00, 2.47
3.26, 3.26, 0.00, 0.00, 2.52
3.26, 3.26, 0.00, 0.00, 2.48
3.26, 3.26, 0.00, 0.00, 2.45
3.26, 3.26, 0.00, 0.00, 2.50
3.26, 3.26, 0.00, 0.00, 2.55
3.26, 3.26, 0.00, 0.00, 2.45
3.26, 3.26, 0.00, 0.00, 2.50
3.26, 3.26, 0.00, 0.00, 2.50
3.26, 3.26, 0.00, 0.00, 2.50
3.26, 3.26, 0.00, 0.00, 2.50
3.26, 3.26, 0.00, 0.00, 2.52
3.26, 3.26, 0.00, 0.00, 2.49
3.26, 3.26, 0.00, 0.00, 2.50
3.26, 3.26, 0.00, 0.00, 2.50
3.26, 3.26, 0.00, 0.00, 2.50
3.26, 3.26, 0.00, 0.00, 2.50
3.26, 3.26, 0.00, 0.00, 2.54
3.26, 3.26, 0.00, 0.00, 2.46
3.26, 3.26, 0.00, 0.00, 2.50
3.26, 3.26, 0.00, -18.83, 2.50
3.26, 3.26, 0.00, 0.00, 2.50
3.26, 3.26, 0.00, 0.00, 2.51
3.26, 3.26, 0.00, 0.00, 2.53
3.26, 3.26, 0.00, 0.00, 2.52
3.26, 3.26, 0.00, 0.00, 2.49
3.26, 3.26, 0.00, 0.00, 2.47
3.26, 3.26, 0.00, 0.00, 2.48
3.26, 3.26, 0.00, 0.00, 2.50
3.26, 3.26, 0.00, 0.00, 2.50
3.26, 3.26, 0.00, 0.00, 2.50
3.26, 3.26, 0.00, 0.00, 2.51
3.26, 3.26, 0.00, 0.00, 2.49
3.26, 3.26, 0.00, 0.00, 2.50
3.26, 3.26, 0.00, 0.00, 2.50
3.26, 3.26, 0.00, 0.00, 2.50
3.26, 3.26, 0.00, -2.69, 2.50
3.26, 3.26, 0.00, -2.69, 2.52
3.26, 3.26, 0.00, -2.69, 2.49
3.26, 3.26, 0.00, -2.69, 2.52
3.26, 3.26, 0.00, -2.69, 2.51
3.26, 3.26, 0.00, -2.69, 2.47
3.26, 3.26, 0.00, 2.69, 2.54
3.26, 3.26, 0.00, 0.00, 2.52
3.26, 3.26, 0.00, 0.00, 2.48
3.26, 3.26, 0.00, 0.00, 2.50
3.26, 3.26, 0.00, 0.00, 2.47
3.26, 3.26, 0.00, 0.00, 2.50
3.26, 3.26, 0.00, 0.00, 2.57
3.26, 3.26, 0.00, 0.00, 2.42
